,A549 TP53-/-,,,A549 TP53 WT,,,LXF289 DOX-IC25,,,LXF289 DOX-IC50,,
Gene,time 9,time 12,time 15,time 9,time 12,time 15,time 5,time 10,time 15,time 5,time 10,time 15
SLC3A2,0.62635,0.09147,2.4561,0.69197,0.66978,1.339,-0.031269,-0.076004,0.51069,0.20784,-0.11301,0.38185
SLC4A1,0.20805,0.13912,0.0066507,0.21691,0.17915,0.52256,-0.13584,0.077158,0.049679,-0.0086591,0.085799,0.083353
SLC4A1AP,-0.17771,-0.14058,-0.3062,0.31997,0.3679,-0.62247,0.12652,-0.15588,-0.052864,0.061485,-0.1631,-0.30338
SLC4A2,0.15433,0.011429,0.37303,0.39562,0.092202,-0.17578,-0.030589,-0.075382,-0.18049,-0.027316,0.0028688,-0.13093
SLC4A3,-0.013401,0.094165,-0.030475,0.37552,0.27657,0.002717,0.060857,-0.1564,-0.059261,0.084161,-0.0018733,-0.033883
SLC4A4,0.25097,-0.12017,-0.064303,0.12986,-0.010649,0.19589,0.021196,-0.033817,0.00023491,-0.031413,-0.10458,-0.06586
SLC4A5,-0.29234,0.168,-0.056738,0.060093,0.5198,0.29064,0.0048701,-0.25841,-0.098709,0.078288,0.039573,0.055575
SLC4A7,0.28221,-0.014908,-0.10425,0.56359,0.10287,-0.72197,-0.36459,-0.24506,-0.1258,-0.23259,-0.0216,0.44793
SLC4A8,0.065335,-0.31378,-0.63824,0.38324,-0.34075,0.71184,-0.097575,0.019951,-0.32272,0.06799,-0.078113,-0.3496
SLC4A9,-0.060772,0.21873,0.024833,0.25298,0.11501,0.36701,-0.12752,0.13787,0.18888,-0.062187,-0.015527,-0.059064
SLC4A10,-0.062811,0.33906,-0.029174,0.22781,0.057639,-0.10797,-0.036799,-0.13377,-0.090921,0.056926,-0.22326,-0.028503
SLC4A11,-0.10119,-0.16904,0.02638,0.31034,-0.007663,-0.045232,0.013065,0.094427,0.16017,0.045188,-0.075952,-0.038675
SLC5A1,0.11866,0.16097,-0.065625,0.27415,-0.042628,0.11049,-0.0031831,-0.12325,-0.10847,0.079613,-0.049752,-0.26211
SLC5A2,0.11025,0.11253,0.27099,0.32904,-0.074948,-0.25353,-0.036297,0.052901,0.013159,-0.018045,0.015288,0.03101
SLC5A3,0.062685,0.44603,0.41367,0.075263,0.28884,0.25661,-0.018046,0.11823,-0.091112,0.028381,0.22251,0.11585
SLC5A4,0.11646,0.010613,0.24413,0.08142,-0.19956,-0.64852,0.066448,0.06632,-0.039249,0.15086,-0.045026,0.075708
SLC5A5,-0.24335,0.45935,0.80927,0.42845,0.020965,0.44706,0.25412,0.013012,0.28589,0.17667,-0.1542,0.0023585
SLC5A6,-0.28711,-0.29599,-0.16628,0.094186,0.20594,0.34441,0.037637,-0.10047,-0.15091,0.18775,0.0070464,0.03834
SLC5A7,0.21701,0.20838,0.21489,-0.034984,-0.030068,-0.11651,0.018506,-0.13747,-0.023522,0.18182,-0.10222,0.039742
SLC5A8,-0.046739,-0.45358,-0.44154,0.080195,0.18584,-0.27646,-0.13456,0.13548,0.19431,-0.16615,0.10484,0.15204
SLC5A9,-0.28352,-0.25621,-0.3938,0.012292,0.44753,-0.18806,0.037519,-0.10253,-0.2667,0.14805,-0.15797,-0.50217
SLC5A10,-0.15412,-0.4367,0.48218,0.29235,0.40139,0.09065,-0.0035141,-0.14728,0.1745,0.1102,-0.16999,0.028215
SLC5A11,-0.15907,0.30619,0.19331,-0.013046,0.19932,-0.45031,-0.0028858,0.024055,0.14384,-0.0051475,-0.11351,-0.0137
SLC5A12,0.055625,-0.13666,-0.46738,0.01067,0.12511,-0.42512,0.14441,-0.086844,-0.053243,0.01464,-0.056039,-0.026787
SLC6A1,0.26824,0.54356,0.11421,0.16186,-0.015267,0.33831,-0.039638,-0.097962,-0.16788,0.00042695,-0.15851,-0.08099
SLC6A2,-0.041796,-0.36806,0.45745,0.95729,-0.31391,-0.065433,0.022768,0.072776,-0.16717,-0.12476,0.037547,-0.20292
SLC6A3,-0.091353,-0.098075,-0.025664,0.35596,0.58149,0.14914,0.0049196,0.066112,0.30308,0.065594,-0.04252,0.43728
SLC6A4,-0.34697,0.026063,-0.098739,0.35657,0.22475,0.27632,0.12897,0.10194,0.13592,0.16707,0.08932,0.15002
SLC6A5,-0.081044,0.19647,0.027191,-0.013484,-0.17896,-0.38624,-0.097714,-0.085883,0.078043,-0.14692,0.038611,-0.025704
SLC6A6,0.14152,-0.12121,0.33217,0.48882,-0.028285,0.24358,0.015997,0.0084064,0.22159,0.033861,-0.071904,-0.020009
SLC6A7,-0.2481,-0.078266,0.054948,0.25034,-0.4157,-0.24913,-0.0088487,0.072101,0.028448,-0.12766,-0.074874,-0.2258
SLC6A8,-0.11842,0.10322,0.11594,0.49572,0.30948,0.27553,0.12917,0.33888,0.39531,0.11876,0.19286,0.2158
SLC6A9,-0.10525,-0.45834,0.11875,0.19737,-0.15238,-0.082855,0.063851,-0.15253,-0.046741,0.014503,-0.46173,-0.046923
SLC6A11,0.014144,-0.30242,-0.66083,0.34867,0.089097,0.076582,0.31511,0.01768,0.14878,0.0070376,0.13079,0.042834
SLC6A12,0.22746,-0.11062,0.50772,0.093795,0.27011,-0.22501,-0.13283,0.013947,-0.019826,-0.023179,-0.036237,-0.0035979
SLC6A13,-0.17419,-0.26455,-0.18704,0.23765,-0.010753,-0.11659,0.010298,0.16552,-0.022776,0.008251,0.19052,-0.042326
SLC6A14,0.23186,0.31473,0.20308,0.20336,-0.041861,-0.27159,0.065633,-0.070168,-0.12597,0.18602,-0.17249,0.0029657
SLC6A15,0.3144,0.25815,0.26767,0.0414,-0.17457,-0.042938,0.1651,-0.061759,0.11522,0.28641,0.034729,0.50523
SLC6A16,0.10307,-0.10504,0.19675,0.29021,0.26938,0.040454,-0.10711,-0.090705,-0.11666,-0.065979,-0.11048,-0.27781
SLC6A17,-0.05099,-0.32156,0.25754,0.29316,0.11915,-0.4731,-0.072248,0.014263,-0.064415,-0.00039873,-0.16126,-0.029036
SLC6A18,0.27331,0.034862,0.28847,0.3475,0.20111,-1.0973,0.061061,-0.036865,-0.23036,0.26486,-0.0083239,0.17721
SLC6A19,0.10888,-0.12808,-0.22758,0.11989,0.16444,-0.079225,-0.14712,0.062069,0.010589,-0.099102,0.050534,0.08968
SLC6A20,-0.048042,-0.45264,0.53665,0.31344,0.14193,-0.59146,-0.049201,-0.11529,0.37063,-0.047869,-0.2074,0.039195
SLC7A1,-0.14125,-0.072139,-0.12499,0.12458,0.15886,-0.24001,0.04306,-0.061361,0.092674,0.031721,-0.044229,0.11207
SLC7A2,0.16463,-0.40873,0.27065,0.5854,0.26651,-0.59898,0.25631,0.089342,-0.21177,-0.023557,-0.052695,0.037063
SLC7A3,0.18516,0.050318,0.08878,0.082869,0.054826,0.27235,-0.19774,-0.12599,-0.21419,0.063596,0.06615,0.029602
SLC7A4,-0.33142,-0.64638,-0.21729,0.075968,0.23427,-0.35754,0.027106,0.15586,0.31461,0.2221,0.00030199,0.18842
SLC7A5,0.06255,0.14654,0.45599,0.21741,-0.21439,0.38702,0.17258,0.16764,-0.03124,0.0013556,0.090099,0.011996
SLC7A6,0.38541,0.16715,0.42599,0.18528,0.13118,0.28203,-0.19429,0.0040573,0.25555,-0.0673,0.025168,-0.053101
SLC7A6OS,-0.19502,0.14997,-0.077964,0.42536,-0.19687,0.35495,-0.17534,0.1059,0.018168,-0.12603,0.025822,-0.10351
SLC7A7,0.0095636,-0.00065058,-0.010862,0.31199,0.48056,0.17516,0.11229,0.08211,0.080778,-0.019317,0.17634,-0.0051747
SLC7A8,0.19011,0.67997,0.10208,-0.099684,0.21859,0.38958,-0.045451,-0.039025,0.23891,-0.046755,0.21094,-0.065096
SLC7A9,0.08949,-0.66071,-0.34921,1.1295,0.59806,0.026705,0.36484,-0.0069018,-0.26565,0.11307,0.46097,0.15394
SLC7A10,0.099706,0.20749,0.19596,0.44556,0.016687,0.15585,-0.032927,0.18769,-0.14329,0.057615,0.11555,0.084183
SLC7A11,0.26386,0.55206,0.64609,0.1496,0.66342,0.45625,-0.097123,0.079937,0.096291,-0.066801,0.0060507,0.080991
SLC7A13,0.033578,-0.13815,0.071302,0.3947,0.099777,0.14777,0.012892,0.078712,-0.12938,0.0025348,0.19731,0.013281
SLC7A14,0.26395,-0.057301,0.069989,0.29687,0.079992,0.1834,-0.13564,-0.23265,-0.31759,-0.19121,-0.14748,-0.13658
SLC8A1,-0.1974,-0.049527,-0.35913,-0.0012686,-0.21776,-0.11956,0.0097868,0.12466,0.10079,0.12496,0.11739,0.15729
SLC8A2,0.39246,0.26792,-0.099501,0.43185,0.29022,0.081168,-0.084112,0.018459,-0.1557,-0.092175,0.12661,-0.28766
SLC8A3,-0.17374,-0.10306,0.27508,0.18786,0.086428,0.6438,0.089572,-0.18315,-0.054404,0.10127,-0.018062,0.27047
SLC8B1,0.15745,-0.02965,0.18198,0.68815,-0.27969,0.5175,-0.05798,-0.064142,-0.010475,-0.1265,-0.02719,0.0011965
SLC9A1,0.26132,0.46101,0.43348,0.29255,-0.32644,0.36191,0.089797,-0.033895,-0.097836,0.049442,-0.030965,0.018303
SLC9A2,0.20825,0.037638,-0.0022051,0.39455,0.16381,-0.050186,0.12799,0.056464,0.035056,0.30354,0.11493,0.1783
SLC9A3,0.23041,-0.19617,0.085036,0.082029,0.26557,-0.11688,-0.017131,-0.26671,-0.0060045,-0.10836,-0.06681,-0.10308
SLC9A3R1,-0.01724,0.16308,0.22962,0.26916,0.082118,0.14676,0.13025,0.061235,0.011975,-0.024151,-0.13571,0.022444
SLC9A3R2,0.41632,0.48688,0.062019,0.42594,0.05196,-0.0050378,0.31844,0.019999,-0.013495,-0.013411,-0.12716,-0.20717
SLC9A4,-0.018296,0.02599,0.1095,0.1591,0.24459,-0.18746,-0.052457,0.18814,0.050603,0.15201,0.35156,0.10898
SLC9A5,0.1639,0.18994,0.20572,0.68991,0.37147,0.52949,0.039275,-0.10741,-0.14882,0.088031,-0.040448,-0.056586
SLC9A6,-0.29313,-0.41491,-0.049738,0.36527,-0.065062,0.34142,-0.10512,-0.16843,-0.15109,-0.068689,-0.15085,-0.021147
SLC9A7,0.38225,0.5312,0.032899,-0.0070643,-0.11795,-0.0066136,-0.16835,0.18106,-0.097958,-0.013257,0.17407,0.17857
SLC9A8,0.061494,0.27943,0.20494,0.15684,-0.0091977,0.10025,-0.098676,-0.12243,0.069527,0.032678,-0.086891,0.17122
SLC9A9,-0.02921,-0.31251,0.37306,0.048072,-0.0501,-0.29276,0.1485,-0.013241,-0.16472,0.1725,-0.046395,-0.12864
SLC9B1,-0.043534,-0.16387,-0.2915,0.1731,-0.36053,-0.33514,-0.023286,-0.092266,0.020534,-0.15523,-0.02095,0.10671
SLC9B2,0.19551,-0.10963,0.038352,0.54976,0.18902,0.26762,-0.020777,0.05042,-0.021077,-0.1225,0.077554,0.047765
SLC9C1,-0.2068,-0.2371,-0.17032,-0.22226,-0.17842,0.024671,0.15525,0.29873,0.064287,0.19058,0.17642,0.14215
SLC9C2,0.20485,0.13104,-0.0017026,0.12916,-0.11017,0.21268,0.15266,0.018007,0.073132,0.013572,0.12984,0.02668
SLC10A1,-0.14941,0.044134,0.10727,0.10567,-0.15326,0.13507,0.065821,-0.26194,-0.17768,-0.020781,-0.060901,-0.087723
SLC10A2,0.31871,0.11438,0.66479,0.241,0.71149,0.036227,0.00040203,0.05515,0.1159,0.076554,-0.27773,-0.20081
SLC10A3,0.25392,0.090247,0.43282,0.4261,0.13068,-0.016493,0.12002,0.13965,-0.16231,0.11932,0.10104,-0.11634
SLC10A4,0.15996,-0.12252,0.25143,0.13853,-0.15873,-0.29368,-0.041032,-0.23513,-0.24959,0.14282,-0.20629,-0.16392
SLC10A5,-0.088795,-0.15478,-0.050455,0.064234,0.30837,0.069293,0.06473,-0.042603,-0.074246,0.11954,0.14003,0.17909
SLC10A6,0.052486,-0.13277,-0.060494,0.12093,-0.004369,-0.015993,-0.13461,-0.11273,-0.071532,0.092651,-0.28169,-0.15571
SLC10A7,0.29937,0.54653,0.59624,0.28258,0.65262,-0.058724,0.022691,0.069026,0.33759,0.091322,-0.12152,0.36803
SLC11A1,0.22148,0.26369,0.23875,0.5936,-0.062615,0.12757,-0.05772,0.020199,-0.28206,-0.022197,0.03905,0.033763
SLC11A2,0.41607,0.10089,0.59953,0.042525,0.051994,-0.027121,0.28355,0.14542,0.1785,0.34581,0.36821,0.34149
SLC12A1,-0.13751,-0.20088,-0.46952,-0.28829,0.060704,-0.43634,-0.20271,-0.020961,-0.088649,-0.16394,0.13538,-0.15844
SLC12A2,-0.019317,0.039812,0.31089,0.3084,0.03813,-0.32976,0.17292,0.027759,0.11088,-0.15939,0.15599,0.22558
SLC12A3,0.087429,0.46457,0.44792,-0.091103,-0.14899,0.22869,-0.26636,0.054772,-0.49117,0.16189,-0.029641,-0.12345
SLC12A4,0.29645,0.095862,0.1918,0.19869,-0.053888,-0.23166,-0.00029338,0.011608,-0.0068705,0.02859,0.043689,-0.0038076
SLC12A5,0.10133,-0.008914,0.0019191,0.25003,0.17686,0.17984,-0.0923,-0.1409,-0.076774,-0.053915,-0.10429,-0.088568
SLC12A6,0.0011187,0.20756,0.18981,0.35592,0.12222,0.058116,0.16809,0.20522,0.01001,-0.018983,-0.15949,-0.13203
SLC12A7,-0.10864,-0.17067,0.39435,0.3643,0.063733,0.13546,0.058204,-0.12393,-0.16685,0.16968,-0.21777,-0.26752
SLC12A8,-0.14899,-0.13855,0.13002,0.18291,-0.13638,-0.011371,0.011292,-0.14443,0.10588,0.24874,-0.012784,0.049392
SLC12A9,0.22601,-0.17279,0.16406,0.26991,0.40462,-0.39443,0.07174,-0.013601,0.068869,0.19022,0.1037,0.054429
SLC13A1,-0.25919,-0.24411,-0.18484,0.057164,-0.086311,0.03482,-0.036501,0.052667,0.12088,-0.080808,0.14554,0.46447
SLC13A2,0.37452,-0.31235,0.096866,0.5504,-0.043068,-0.41705,0.054441,0.23586,0.074698,-0.0025048,0.017111,0.10633
SLC13A3,0.074318,0.46122,-0.098158,0.58261,0.13821,0.32772,0.19525,0.029067,0.24543,-0.085425,0.085488,0.16482
SLC13A4,-0.0366,-0.23656,-0.36281,0.13281,0.0065882,-0.26137,0.050578,0.034365,0.10823,0.0104,0.13242,0.20025
SLC13A5,-0.033131,-0.21972,0.30472,0.27021,-0.093323,0.36464,0.08049,0.099705,0.013053,0.0014932,-0.092535,0.017353
SLC14A1,-0.05663,0.16167,0.45546,0.20818,0.10393,-0.29478,-0.071975,-0.11842,-0.049801,-0.042926,-0.01319,0.032123
SLC14A2,0.11484,0.15478,-0.063222,0.041699,-0.066529,0.085413,-0.0036074,0.09728,0.20667,-0.085536,0.007971,0.10275
SLC15A1,0.053805,0.2092,0.47394,0.18086,0.45155,0.17782,-0.25129,-0.081535,-0.11828,-0.14496,-0.12924,0.0047465
SLC15A2,0.21968,0.22451,0.33663,0.17133,0.062716,-0.22132,-0.13931,-0.15795,-0.19016,-0.14568,-0.085157,-0.071451
SLC15A3,0.029749,0.16529,0.33366,0.39491,-0.14804,0.0067202,0.00060148,0.15739,0.10528,-0.061188,0.16623,0.0040849
SLC15A4,-0.11037,0.22049,0.29731,0.52422,0.25061,0.11455,0.11469,-0.07243,-0.27687,0.20396,-0.10555,-0.097981
SLC15A5,-0.15717,0.3494,-0.2722,-0.30752,-0.16249,-0.23947,0.073612,0.16815,0.18745,0.06201,0.14435,-0.0055936
SLC16A1,-0.041989,0.075567,-0.20349,-0.019683,-0.11255,0.035918,0.076991,-0.109,-0.20378,-0.034567,0.028695,-0.039642
SLC16A2,-0.052431,-0.082494,0.14867,0.27763,0.081741,0.14379,0.022863,0.042947,-0.063497,-0.16117,-0.079468,-0.13104
SLC16A3,0.091174,0.32921,0.28353,0.50911,0.18838,-0.054972,0.15516,-0.051272,0.10758,0.085525,0.035754,0.26064
SLC16A4,-0.04962,0.014637,-0.11841,-0.16523,0.059844,0.29608,0.1168,-0.040661,-0.096268,-0.10061,-0.14653,0.062649
SLC16A5,-0.022302,-0.073347,-0.041875,0.48425,0.12317,0.12478,0.02138,0.0060784,-0.071158,0.0033547,0.024186,-0.068559
SLC16A6,0.080183,0.40269,0.51608,-0.023776,-0.29251,-0.42611,0.026742,0.1349,-0.15964,0.027725,0.25831,0.2318
SLC16A7,0.02235,-0.20157,0.12302,0.26429,0.1547,0.38803,0.15162,-0.025531,0.10569,0.133,0.078455,0.1862
SLC16A8,0.042365,0.17209,0.24913,0.18214,0.077149,0.17205,-0.053753,-0.046504,0.11033,-0.098029,-0.35671,-0.13628
SLC16A9,0.13776,0.16113,-0.081185,0.23972,0.1634,-0.34302,-0.018481,0.14584,-0.048073,-0.0013055,-0.0023476,-0.0104
SLC16A10,0.59554,0.35489,0.27718,0.067761,-0.020042,0.16241,0.34118,0.06544,0.38241,-0.17808,0.15667,0.24066
SLC16A11,-0.026027,0.59878,0.41437,0.68886,0.011132,0.11632,0.11457,0.11297,-0.18429,0.092213,-0.021824,-0.39553
SLC16A12,-0.010424,0.2273,-0.00085633,0.32691,0.05167,0.30497,0.082838,0.20574,0.38305,0.088499,-0.14024,0.0066953
SLC16A13,-0.16627,-0.16281,-0.016178,0.28356,0.23924,-0.18611,-0.13814,-0.035027,-0.11418,-0.033866,-0.34777,-0.26209
SLC16A14,-0.086094,0.045767,0.33371,-0.069744,0.018057,-0.085841,0.099818,0.072636,0.1207,0.093179,0.042097,0.15232
SLC17A1,0.20488,0.044281,0.47974,-0.30306,0.29772,0.92572,-0.0010863,0.073162,0.46792,-0.057355,0.090776,0.40011
SLC17A2,0.12382,-0.058099,0.57594,-0.014795,0.010876,-0.023785,-0.079483,-0.017608,0.12035,0.10371,0.10918,0.27417
SLC17A3,-0.083062,0.21228,-0.12108,-0.11682,0.59034,-0.50104,-0.039945,-0.056531,0.041264,0.10061,-0.20746,0.21799
SLC17A4,0.30397,0.17462,0.10499,0.2329,-0.033924,0.31332,0.10811,0.20754,0.1485,0.046606,0.27121,0.19454
SLC17A5,-0.16121,0.45312,-0.11445,0.099053,-0.0116,-0.16546,0.21407,-0.05102,0.077683,0.083692,-0.17906,-0.12837
SLC17A6,0.043454,0.20655,0.012621,0.34782,0.07001,-0.3612,-0.11841,-0.12966,-0.21578,-0.13214,0.031672,-0.25543
SLC17A7,-0.00063499,0.066218,0.19638,0.70009,0.2254,0.13667,-0.01027,-0.13969,0.12278,0.1091,0.011892,0.060727
SLC17A8,0.14388,-0.1984,0.48341,0.36658,0.1538,-0.15863,-0.096786,0.020498,0.085831,0.0094487,0.10041,0.042355
SLC17A9,-0.49267,-0.34923,-0.59471,0.38008,-0.19206,-0.69513,-0.19947,-0.12437,-0.27461,-0.14734,-0.067398,0.12677
SLC18A1,0.19764,0.21068,-0.16444,0.40063,-0.21229,-0.17883,-0.0087172,0.26048,0.1003,0.058427,0.21517,0.21785
SLC18A2,0.088287,-0.00053807,-0.02699,0.23247,0.14683,0.17886,0.063593,0.064511,-0.10286,-0.064812,0.0081366,-0.10987
SLC18A3,-0.17195,0.12212,0.54188,0.010063,-0.57333,-0.57491,-0.1025,0.27483,0.25032,0.10905,0.11514,0.16638
SLC18B1,-0.090653,0.19618,0.17659,0.17921,-0.21511,0.15782,0.088185,-0.077568,-0.13395,-0.090844,-0.10251,0.0040955
SLC19A1,0.13829,0.41015,0.20356,0.073946,0.14212,0.14484,0.11585,0.033931,-0.16647,-0.0070015,0.068044,-0.063705
SLC19A2,-0.034963,-0.1299,-0.29979,0.26837,0.37668,-0.34538,-0.24879,-0.10832,0.096113,-0.037333,0.086632,0.20425
SLC19A3,-0.025366,-0.053077,-0.63135,0.61938,0.1989,0.33132,-0.11562,-0.13747,-0.38677,-0.064558,-0.13296,-0.37316
SLC20A1,0.10907,0.14431,0.15361,0.045638,-0.091421,-0.26075,0.041427,-0.087317,-0.08644,-0.07501,-0.083694,0.039171
SLC20A2,0.15289,0.12391,0.32835,0.20742,0.32109,-0.16088,0.086116,0.091354,0.013609,0.13618,0.069771,0.21925
SLC22A1,0.29963,0.48593,0.22188,0.18047,0.048611,-0.050814,-0.034381,-0.060799,0.11832,-0.025298,0.0077403,0.077248
SLC22A2,-0.23099,0.24859,0.23682,0.20015,0.24595,0.14197,-0.022485,-0.10945,0.18216,-0.051722,-0.057799,0.24583
SLC22A3,0.03536,0.035328,0.22139,0.21601,0.095702,-0.008488,-0.0056694,0.17891,0.065739,0.0364,0.069232,0.24163
SLC22A4,-0.16514,0.064345,-0.30294,0.49172,0.33597,-0.68723,0.094122,-0.19557,-0.34161,0.12836,0.075928,-0.36595
SLC22A5,-0.020114,-0.084617,-0.20833,0.3072,0.048291,0.15903,-0.089193,-0.031399,-0.093858,-0.17023,-0.0026772,-0.18567
SLC22A6,0.28652,0.27102,0.17606,0.30311,-0.02971,0.44142,-0.043296,-0.024255,-0.023208,0.13235,-0.084214,0.041449
SLC22A7,-0.1879,-0.31039,-0.63873,0.12109,-0.042859,0.21665,-0.15983,0.02905,-0.13917,-0.02514,0.10039,-0.044142
SLC22A8,0.19494,0.23311,0.48719,0.14169,0.19352,-0.89187,-0.15889,-0.052402,0.011723,0.20491,-0.0055967,0.14604
SLC22A9,0.14802,-0.17339,-0.23063,0.0146,0.35261,-0.21608,-0.12783,-0.13095,-0.36256,-0.4282,-0.21058,-0.52203
SLC22A10,0.12574,-0.13988,-0.12782,-0.20988,0.28966,0.4978,0.15442,-0.090418,-0.10854,0.12958,0.048042,-0.11941
SLC22A11,-0.0039843,0.12332,-0.0069782,-0.2247,-0.11025,-0.44616,-0.20304,0.19853,0.052165,-0.11944,0.087725,-0.025239
SLC22A12,-0.16414,0.21996,-0.21119,0.29605,0.13354,-0.33577,0.019593,-0.13392,0.20527,0.22911,-0.026833,0.16813
SLC22A13,-0.18227,-0.12395,-0.33174,0.043587,0.19902,-0.15358,-0.061564,0.0062562,-0.14887,-0.044373,0.13554,0.10815
SLC22A14,0.056367,-0.099106,-0.068103,-0.12235,-0.0096711,-0.54124,0.035675,0.17756,0.047196,-0.11352,0.12082,0.15423
SLC22A15,-0.15661,-0.25037,0.13725,0.20556,0.032718,-0.29304,-0.1049,0.010995,0.21855,-0.15853,-0.11077,-0.029759
SLC22A16,-0.14619,0.13107,-0.25179,0.15672,0.16163,0.19134,-0.12585,-0.11495,0.0032589,-0.091521,-0.24016,-0.11912
SLC22A17,-0.29675,0.52877,-0.010551,0.33417,-0.048609,-0.7283,-0.27368,-0.503,-0.026512,-0.19477,-0.1509,-0.11766
SLC22A18,-0.12366,0.12452,0.024505,0.20112,0.31959,0.086576,0.051851,-0.088135,-0.13411,0.15042,-0.10468,-0.17343
SLC22A18AS,-0.0033866,0.16702,0.11076,0.50157,0.0077531,0.25599,-0.092956,-0.095849,-0.027768,0.088204,0.16966,-0.024633
SLC22A20,0.48759,-0.061294,0.049274,0.20204,0.33713,-0.14487,0.049165,-0.0607,0.025059,-0.039594,0.027848,0.073262
SLC22A23,-0.017616,-0.18113,0.50664,0.20123,0.17767,0.3598,0.098198,0.10255,0.0069528,-0.013426,0.05068,0.0099385
SLC22A24,0.050369,-0.02471,0.055723,0.5043,-0.2504,0.39193,-0.032905,0.028752,-0.019114,0.12802,0.083647,-0.059443
SLC22A25,-0.45469,0.29249,0.42769,0.48191,-0.028415,0.24824,0.25969,0.066699,0.0057774,0.15486,0.15371,0.12454
SLC22A31,-0.1383,-0.066711,0.13619,0.39683,0.2213,0.26761,0.027563,0.0062371,0.028688,-0.12022,-0.1374,0.1588
SLC23A1,0.081429,-0.13508,0.052728,0.14085,-0.20511,0.002623,0.071835,0.31057,0.24404,0.19891,0.16585,0.11655
SLC23A2,0.12771,0.083711,-0.32521,0.14999,-0.26477,0.16764,0.17298,-0.041805,-0.078681,0.050533,0.038389,0.25889
SLC23A3,-0.018072,0.077884,0.36002,0.16072,0.098683,0.266,-0.084183,-0.051636,-0.059066,-0.078253,-0.014286,0.17643
SLC24A1,-0.16295,-0.23296,-0.061359,0.14772,-0.059613,0.31715,-0.054593,0.021792,0.23942,0.016209,-0.15973,0.14403
SLC24A2,-0.21644,0.28414,-0.99791,0.33421,0.53807,0.48695,-0.11868,-0.087215,0.11038,0.0010355,0.02596,0.0079154
SLC24A3,0.10874,0.080361,0.27618,0.11616,0.56227,-0.39208,-0.05636,0.080413,0.045004,-0.13763,0.10311,0.12674
SLC24A4,-0.13418,-0.21238,-0.35299,0.17985,0.17236,-0.094907,0.055186,0.14223,0.2072,0.019689,0.16095,0.21198
SLC24A5,0.19889,-0.49364,-0.37669,-0.051961,-0.052044,-0.1327,-0.086417,0.13391,0.30036,-0.0081201,0.31555,0.1512
SLC25A1,-0.078638,0.30576,0.071936,-0.25224,0.12509,0.36533,0.33999,-0.10793,0.090175,0.82381,0.14209,-0.04172
SLC25A2,-0.16711,-0.083062,-0.0003989,0.028284,0.35886,-0.17789,0.084327,0.16121,-0.055779,-0.015395,0.19321,0.21623
SLC25A3,0.58637,0.50645,0.61965,0.57416,-0.21905,0.26003,0.064012,0.029543,0.093878,0.18258,-0.099808,0.20984
SLC25A4,0.28568,0.32585,0.37217,0.21086,0.35884,0.47752,0.06508,0.16211,-0.0086825,-0.074254,-0.21074,-0.0895
SLC25A5,0.041768,0.37314,0.13825,0.70561,-0.00026092,0.28841,0.047357,0.036011,-0.24429,-0.025661,-0.32196,-0.50496
SLC25A6,0.042189,0.15178,0.24331,0.38382,0.040425,0.27657,-0.1167,-0.080099,-0.1292,0.075439,0.085779,-0.061335
SLC25A10,0.50664,0.25293,0.42947,0.65693,0.24615,0.12271,-0.014919,-0.11526,0.1413,-0.036986,0.096473,-0.048237
SLC25A11,-0.14,-0.083694,-0.21403,0.32642,0.15733,0.33793,0.0237,-0.11056,-0.14663,0.086919,-0.10516,-0.37412
SLC25A12,0.20593,0.16104,0.80512,0.41174,0.16299,0.22518,-0.0018235,0.072687,-0.0010419,0.024459,-0.035271,-0.038399
SLC25A13,0.040764,0.31428,0.49846,0.52002,0.12961,-0.0048875,-0.071421,-0.042675,-0.063902,-0.085574,-0.17713,0.059539
SLC25A14,-0.26267,-0.31331,0.12276,0.16593,0.23403,0.087091,-0.0303,0.011277,-0.069807,-0.035641,-0.01289,0.072989
SLC25A15,0.073103,0.40672,0.090711,0.018113,-0.34849,-0.18216,-0.14272,-0.21091,0.10222,-0.10427,-0.26083,-0.12604
SLC25A16,0.18524,0.40021,0.11543,-0.21569,-0.21323,0.24357,-0.034127,-0.050604,0.056214,0.064367,-0.042879,0.22002
SLC25A17,0.25178,0.60816,0.71652,-0.082714,0.70824,0.11336,-0.041234,0.36566,0.14412,0.24332,0.23359,0.087481
SLC25A18,-0.032032,-0.10316,0.23636,0.26855,-0.0023866,-0.012218,0.0077172,-0.088602,0.16264,-0.11489,-0.20891,-0.012585
SLC25A19,-0.081297,0.082549,-0.42484,0.39647,0.18683,-0.22349,0.06496,0.0070534,0.088244,0.1437,0.065957,0.10238
SLC25A20,0.38126,0.45387,0.28572,0.071507,0.1558,-0.11548,0.049203,0.25716,0.14825,0.10127,0.003172,-0.15368
SLC25A21,0.10426,0.013864,0.14547,0.39098,0.023066,0.45929,-0.027058,0.013879,-0.089313,0.0055245,-0.079042,-0.19525
SLC25A22,0.18328,0.15296,-0.042976,0.33609,-0.093637,0.0066083,0.1452,-0.031478,-0.3333,0.1424,-0.061894,-0.19769
SLC25A23,-0.12176,0.31706,0.14162,0.33365,0.088299,0.07378,-0.0014763,-0.023498,-0.094476,0.025119,0.075232,-0.063336
SLC25A24,0.13517,0.13594,0.0084018,0.24684,0.14804,0.2266,-0.045479,-0.098657,-0.077134,-0.12283,-0.022137,0.073213
